rosetta_device_id	name	category	discontinued	device_id	product_name	product_code	architecture	cpu	source_hardware_slug	source_www_code	specs_json	alias_count
netfiber-9	netFiber 9	Switches	0	113	netFiber 9	CRS310-1G-5S-4S+OUT	ARM 32bit	98DX226S	netfiber-9	netfiber_9	{"Product code":"CRS310-1G-5S-4S+OUT","Suggested price":"$249.00","Architecture":"ARM 32bit","CPU":"98DX226S","CPU core count":"2","CPU nominal frequency":"800 MHz","Switch chip model":"98DX226S","RouterOS license":"5","Operating System":"RouterOS v7 / SwitchOS","Size of RAM":"256 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"2 (DC jack, PoE-IN)","DC jack input Voltage":"18-57 V","Max power consumption":"17 W","Max power consumption without attachments":"10 W","PoE in":"802.3af/at","Cooling type":"Passive","PoE in input Voltage":"18-57 V","10/100/1000 Ethernet ports":"1","SFP ports":"5","SFP+ ports":"4","Serial console port":"RJ45","CPU temperature monitor":"Yes","Voltage Monitor":"Yes","Certification":"CE, EAC, ROHS","IP":"IP54","_www_title":"netFiber 9","_www_tagline":"A remarkable outdoor switch for setting up an optical 10G network that can \r\neven perform some light routing. The spiritual successor to the beloved \r\nFiberBox. Gigabit Ethernet, SFP/SFP+, PoE.","_hardware_title":"netFiber 9"}	6
netmetal-5	NetMetal 5	Wireless systems	0	114	NetMetal 5	RB922UAGS-5HPacD-NM	MIPSBE	QCA9557	netmetal-series	RB922UAGS-5HPacD-NM	{"Product code":"RB922UAGS-5HPacD-NM","Suggested price":"$149.00","Architecture":"MIPSBE","CPU":"QCA9557","CPU core count":"1","CPU nominal frequency":"720 MHz","Dimensions":"143x247x48mm (PCB)","RouterOS license":"4","Operating System":"RouterOS","Size of RAM":"128 MB","Storage size":"128 MB","Storage type":"NAND","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"1 (PoE-IN)","Max power consumption":"19 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"8-30 V","Wireless 5 GHz Max data rate":"867 Mbit/s","Wireless 5 GHz Number of chains":"2","Wireless 5 GHz standards":"802.11a/n/ac","Wireless 5 GHz chip model":"QCA9882","Wireless 5 GHz generation":"Wi-Fi 5","10/100/1000 Ethernet ports":"1","SFP DDMI":"yes","SFP ports":"1","Number of SIM slots":"1 Modem (Mini SIM)","MiniPCI-e slots":"1","Number of USB ports":"1","USB Power Reset":"Yes","USB slot type":"USB type A","Max USB current (A)":"1","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","Beeper":"Yes","Certification":"FCC, IC","IP":"IP54","_www_title":"NetMetal 5","_www_tagline":"Dual chain 5GHz integrated 802.11a/n/ac AP/Backbone/CPE with an additional miniPCI-e slot, 2xRPSMA connectors, Gigabit Ethernet, waterproof metal enclosure","_hardware_title":"NetMetal-series"}	5
netmetal-ax	NetMetal ax	Wireless systems	0	115	NetMetal ax	L23UGSR-5HaxD2HaxD-NM	ARM 32bit	IPQ-5010	netmetal-ac	netmetal_ax	{"Product code":"L23UGSR-5HaxD2HaxD-NM","Suggested price":"$169.00","Architecture":"ARM 32bit","CPU":"IPQ-5010","CPU core count":"2","CPU nominal frequency":"800 MHz","CPU Threads count":"2","RouterOS license":"4","Operating System":"RouterOS v7","Size of RAM":"256 MB","Storage size":"128 MB","Storage type":"NAND","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"2 (DC jack, PoE-IN)","DC jack input Voltage":"12-28 V","Max power consumption":"25 W","Max power consumption without attachments":"12 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"18-28 V","Wireless 2.4 GHz Max data rate":"574 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n/ax","Wireless 2.4 GHz chip model":"IPQ-5010","Wireless 2.4 GHz generation":"Wi-Fi 6","Wireless 5 GHz Max data rate":"2400 Mbit/s","Wireless 5 GHz Number of chains":"2","Wireless 5 GHz standards":"802.11a/n/ac/ax","Wireless 5 GHz chip model":"QCN-6102","Wireless 5 GHz generation":"Wi-Fi 6","10/100/1000 Ethernet ports":"1","SFP ports":"1 (2.5G supported)","Number of SIM slots":"1 Modem (Nano SIM)","MiniPCI-e slots":"1","Number of USB ports":"1","USB Power Reset":"Yes","USB slot type":"USB type A","Max USB current (A)":"1.5","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","Beeper":"Yes","Certification":"CE, FCC, IC, EAC, ROHS","IP":"66","_www_title":"NetMetal ax","_www_tagline":"The Mars rover of networking. Our toughest long-range outdoor access point – now with Wi-Fi 6!","_hardware_title":"NetMetal ac²"}	7
netpower-15fr	netPower 15FR	Switches	0	116	netPower 15FR	CRS318-1Fi-15Fr-2S-OUT	ARM 32bit	98DX224S	netpower-15fr	crs318_1fi_15fr_2s_out	{"Product code":"CRS318-1Fi-15Fr-2S-OUT","Suggested price":"$169.00","Architecture":"ARM 32bit","CPU":"98DX224S","CPU core count":"2","CPU nominal frequency":"800 MHz","Switch chip model":"98DX224S","Dimensions":"304 x 212 x 71 mm","RouterOS license":"5","Operating System":"RouterOS / SwitchOS","Size of RAM":"256 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"16 (DC jack, PoE-IN)","DC jack input Voltage":"18-57 V","Max power consumption":"29 W","Max power consumption without attachments":"10 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"18-57 V (recommended 36-57V)","PoE-out ports":"Ether15","PoE out":"Passive PoE","Low voltage PoE-Out current limit":"0.75 A","High voltage PoE-Out current limit":"0.5 A","Max total out (A)":"0.75 A","10/100 Ethernet ports":"16","SFP ports":"2","CPU temperature monitor":"Yes","Voltage Monitor":"Yes","Certification":"CE, EAC, ROHS","IP":"IP54","_www_title":"netPower 15FR","_www_tagline":"An outdoor 18 port switch with 15 reverse PoE ports and SFP. Cut costs, not speed – choose GPEN over GPON!","_hardware_title":"netPower 15FR"}	6
netpower-16p	netPower 16P	Switches	0	117	netPower 16P	CRS318-16P-2S+OUT	ARM 32bit	98DX226S	netpower-16p	netpower_16p	{"Product code":"CRS318-16P-2S+OUT","Suggested price":"$279.00","Architecture":"ARM 32bit","CPU":"98DX226S","CPU core count":"2","CPU nominal frequency":"800 MHz","Switch chip model":"98DX226S","Dimensions":"303 x 212 x 78 mm","RouterOS license":"5","Operating System":"RouterOS / SwitchOS","Size of RAM":"256 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"2 (DC jack)","DC jack input Voltage":"18-30 V / 48-57 V","Max power consumption":"316 W","Max power consumption without attachments":"16 W","Cooling type":"Passive","PoE-out ports":"Ether1-Ether16","PoE out":"802.3af/at","Low voltage PoE-Out current limit":"1.1 A","High voltage PoE-Out current limit":"0.6 A","Max total out (A)":"2.8A (18V-30V) & 1.4A (48V-57V) x2","10/100/1000 Ethernet ports":"16","Number of 1G Ethernet ports with PoE-out":"16","SFP+ ports":"2","CPU temperature monitor":"Yes","Voltage Monitor":"Yes","Certification":"CE, EAC, ROHS","IP":"IP54","_www_title":"netPower 16P","_www_tagline":"An outdoor 18 port switch with 16 Gigabit PoE-out ports and 2 SFP+. Power all your access points anywhere!","_hardware_title":"netPower 16P"}	6
netpower-lite-7r	netPower Lite 7R	Switches	0	118	netPower Lite 7R	CSS610-1Gi-7R-2S+OUT			netpower-lite-7r	netpower_lite_7r	{"Product code":"CSS610-1Gi-7R-2S+OUT","Suggested price":"$139.00","Switch chip model":"88E6193X","Dimensions":"303.5 x 211.9 x 71.3/72.3 (left/right) mm","Operating System":"SwitchOS Lite","Storage size":"64 KB","Storage type":"FLASH","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"3 (DC jack, PoE-IN, 2-pin terminal)","DC jack input Voltage":"12-57 V","2-pin terminal input Voltage":"12-57 V","Max power consumption":"29 W","Max power consumption without attachments":"7 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"12-57 V","PoE-out ports":"Ether8","PoE out":"Passive PoE","Low voltage PoE-Out current limit":"600 mA","High voltage PoE-Out current limit":"450 mA","Max total out (A)":"600 mA","10/100/1000 Ethernet ports":"8","Number of 1G Ethernet ports with Reverse PoE (PoE-in)":"7","Number of 1G Ethernet ports with PoE-out":"1","SFP+ ports":"2","Certification":"CE, EAC, ROHS","IP":"IP54","_www_title":"netPower Lite 7R","_www_tagline":"An outdoor reverse PoE switch with Gigabit Ethernet and 10G SFP+ ports.","_hardware_title":"netPower Lite 7R"}	6
netpower-lite-8p	netPower Lite 8P	Switches	0	119	netPower Lite 8P	CSS610-8P-2S+OUT			netpower-lite-8p	netpower_lite_ups	{"Product code":"CSS610-8P-2S+OUT","Suggested price":"$199.00","Switch chip model":"88E6193","Operating System":"SwOS Lite","Storage size":"64 KB","Storage type":"FLASH","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"3 (2-pin terminal)","2-pin terminal input Voltage":"24-57 V (Battery 22-30 V)","Max power consumption":"208 W","Max power consumption without attachments":"9 W","Cooling type":"Passive","PoE-out ports":"Ether1-Ether8","PoE out":"802.3af/at","Low voltage PoE-Out current limit":"1.0 A","High voltage PoE-Out current limit":"0.64 A","Total output power":"120","10/100/1000 Ethernet ports":"8","Number of 1G Ethernet ports with PoE-out":"8","SFP+ ports":"2","CPU temperature monitor":"Yes","Current Monitor":"Yes","Voltage Monitor":"Yes","Certification":"CE, EAC, ROHS","IP":"54","_www_title":"netPower Lite 8P","_www_tagline":"Low-cost. Tough. And always ON! Compact PoE switch with built-in UPS and smart battery charger – because your CCTV cameras and access points deserve true off-the-grid resilience.","_hardware_title":"netPower Lite 8P"}	7
omnitik-5-poe-ac	OmniTIK 5 PoE ac	Wireless systems	0	120	OmniTIK 5 PoE ac	RBOmniTikPG-5HacD	MIPSBE	QCA9557	omnitik-series	rbomnitikpg_5hacd	{"Product code":"RBOmniTikPG-5HacD","Suggested price":"$139.00","Architecture":"MIPSBE","CPU":"QCA9557","CPU core count":"1","CPU nominal frequency":"720 MHz","Switch chip model":"QCA8337","Dimensions":"416 x 129 x 58 mm","RouterOS license":"4","Operating System":"RouterOS","Size of RAM":"128 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"1 (PoE-IN)","Max power consumption":"66 W","Max power consumption without attachments":"18 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"12-57 V","PoE-out ports":"Ether2-Ether5","PoE out":"802.3af/at","Low voltage PoE-Out current limit":"1 A","High voltage PoE-Out current limit":"450 mA","Max total out (A)":"2 A","Wireless 5 GHz Max data rate":"867 Mbit/s","Wireless 5 GHz Number of chains":"2","Wireless 5 GHz standards":"802.11a/n/ac","Antenna gain dBi for 5 GHz":"7.5","Wireless 5 GHz chip model":"QCA9892","Wireless 5 GHz generation":"Wi-Fi 5","10/100/1000 Ethernet ports":"5","Number of USB ports":"1","USB Power Reset":"Yes","USB slot type":"USB type A","Max USB current (A)":"1","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","Beeper":"Yes","Certification":"CE, FCC, IC, EAC, ROHS","IP":"IP54","_www_title":"OmniTIK 5 PoE ac","_www_tagline":"7.5dBi Integrated AP, 5GHz Dual chain with 802.11ac support, 5x Gigabit Ethernet ports with PoE-out","_hardware_title":"OmniTIK series","_fcc_id":["TV7OMNITIKPG5HACD","TV7RBOMNITIK5HND"]}	9
powerbox-pro	PowerBox Pro	Ethernet routers	0	121	PowerBox Pro	RB960PGS-PB	MIPSBE	QCA9557	powerbox-pro	RB960PGS-PB	{"Product code":"RB960PGS-PB","Suggested price":"$109.00","Architecture":"MIPSBE","CPU":"QCA9557","CPU core count":"1","CPU nominal frequency":"800 MHz","Switch chip model":"QCA8337","Dimensions":"125 x 52 x 225 mm","RouterOS license":"4","Operating System":"RouterOS","Size of RAM":"128 MB","Storage size":"16 MB","Storage type":"FLASH","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"2 (DC jack, PoE-IN)","DC jack input Voltage":"12-57 V","Max power consumption":"54 W","Max power consumption without attachments":"6 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"12-57 V","PoE-out ports":"Ether2-Ether5","PoE out":"802.3af/at","Low voltage PoE-Out current limit":"1 A","High voltage PoE-Out current limit":"450 mA","Max total out (A)":"2 A","10/100/1000 Ethernet ports":"5","SFP ports":"1","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","Certification":"CE, EAC, ROHS","_www_title":"PowerBox Pro","_www_tagline":"Five Gigabit Ethernet Router with 4xPoE-out ports, SFP cage and outdoor enclosure","_hardware_title":"PowerBox Pro"}	5
qrt-5	QRT 5	Wireless systems	0	122	QRT 5	RB911G-5HPnD-QRT	MIPSBE	AR9342	qrt-5	RB911G-5HPnD-QRT	{"Product code":"RB911G-5HPnD-QRT","Suggested price":"$169.00","Architecture":"MIPSBE","CPU":"AR9342","CPU core count":"1","CPU nominal frequency":"600 MHz","Dimensions":"309x320x50mm","RouterOS license":"4","Operating System":"RouterOS","Size of RAM":"64 MB","Storage size":"128 MB","Storage type":"NAND","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of DC inputs":"1 (PoE-IN)","Max power consumption":"12 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"8-28 V","Wireless 5 GHz Max data rate":"300 Mbit/s","Wireless 5 GHz Number of chains":"2","Wireless 5 GHz standards":"802.11a/n","Antenna gain dBi for 5 GHz":"24","Wireless 5 GHz chip model":"AR9342","Wireless 5 GHz generation":"Wi-Fi 4","10/100/1000 Ethernet ports":"1","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","Beeper":"Yes","Certification":"CE, EAC, ROHS","IP":"54","_www_title":"QRT 5","_www_tagline":"5GHz AP/Backbone/CPE, dual-chain, Gigabit Ethernet","_hardware_title":"QRT 5"}	5
r11e-lte7	R11e-LTE7			123	R11e-LTE7	R11e-LTE7						2
rb1100ahx4	RB1100AHx4	Ethernet routers	0	132	RB1100AHx4	RB1100x4	ARM 32bit	AL21400	rb1100-series	rb1100ahx4	{"Product code":"RB1100x4","Suggested price":"$329.00","Architecture":"ARM 32bit","CPU":"AL21400","CPU core count":"4","CPU nominal frequency":"1.4 GHz","CPU Threads count":"4","Switch chip model":"RTL8367","Dimensions":"443 x 148 x 44 mm","RouterOS license":"6","Operating System":"RouterOS","Size of RAM":"1 GB","Storage size":"128 MB","Storage type":"NAND","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of AC inputs":"2","AC input range":"100-240","Number of DC inputs":"2 (PoE-IN, 2-pin terminal)","2-pin terminal input Voltage":"-48, 12-57 V","Max power consumption":"20 W","PoE in":"802.3af/at","Cooling type":"Passive","PoE in input Voltage":"20-57 V","10/100/1000 Ethernet ports":"13","Memory card type":"microSD","Memory Cards":"1","Serial console port":"RS232","Current Monitor":"Yes","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","Mode button":"Yes","Beeper":"Yes","Certification":"CE, EAC, ROHS","IP":"IP20","_www_title":"RB1100AHx4","_www_tagline":"Powerful 1U rackmount router with 13x Gigabit Ethernet ports","_hardware_title":"RB1100-series"}	3
rb1100ahx4-dude-edition	RB1100AHx4 Dude Edition	Ethernet routers	0	133	RB1100AHx4 Dude Edition	RB1100Dx4	ARM 32bit	AL21400	rb1100-series	RB1100Dx4	{"Product code":"RB1100Dx4","Suggested price":"$385.00","Architecture":"ARM 32bit","CPU":"AL21400","CPU core count":"4","CPU nominal frequency":"1.4 GHz","CPU Threads count":"4","Switch chip model":"RTL8367","Dimensions":"443 x 148 x 44 mm","RouterOS license":"6","Operating System":"RouterOS","Size of RAM":"1 GB","Storage size":"128 MB","Storage type":"NAND","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 70°C","Number of AC inputs":"2","Number of DC inputs":"2 (PoE-IN, 2-pin terminal)","2-pin terminal input Voltage":"-48, 20-57 V","Max power consumption":"33 W","Max power consumption without attachments":"25 W","PoE in":"802.3af/at","Cooling type":"Passive","PoE in input Voltage":"20-57 V","10/100/1000 Ethernet ports":"13","Extended storage":"60GB M.2 SSD included","Memory card type":"microSD","Memory Cards":"1","SATA ports":"2x SATA3","Serial console port":"RS232","Number of M.2 slots":"2","Current Monitor":"Yes","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","Beeper":"Yes","Certification":"CE, EAC, ROHS","IP":"IP20","_www_title":"RB1100AHx4 Dude Edition","_www_tagline":"Powerful 1U rackmount router with 13x Gigabit Ethernet ports, 60GB M.2 drive for Dude database","_hardware_title":"RB1100-series"}	3
rb260gs	RB260GS	Switches	0	124	RB260GS	CSS106-5G-1S			rb260-series	RB260GS	{"Product code":"CSS106-5G-1S","Suggested price":"$39.95","Switch chip model":"QCA8337","Dimensions":"113x139x28mm","Operating System":"MikroTik SwOS","Storage size":"128 KB","Storage type":"FLASH","MTBF":"Approximately 100'000 hours at 25C","Tested ambient temperature":"-20°C to 70°C","Number of DC inputs":"2 (DC jack, PoE-IN)","DC jack input Voltage":"11-30 V","Max power consumption":"5 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"11-30 V","10/100/1000 Ethernet ports":"5","SFP DDMI":"Yes","SFP ports":"1","Certification":"CE, EAC, ROHS","IP":"IP20","_www_title":"RB260GS","_www_tagline":"5x Gigabit Ethernet Smart Switch,\r\nSFP cage, \r\nplastic case,\r\nSwOS","_hardware_title":"RB260-series"}	4
rb260gsp	RB260GSP	Switches	0	125	RB260GSP	CSS106-1G-4P-1S			rb260-series	RB260GSP	{"Product code":"CSS106-1G-4P-1S","Suggested price":"$55.95","Switch chip model":"QCA8337","Dimensions":"113x139x28mm","Operating System":"MikroTik SwOS","Storage size":"128 KB","Storage type":"FLASH","MTBF":"Approximately 100'000 hours at 25C","Tested ambient temperature":"-20°C to 70°C","Number of DC inputs":"2 (DC jack, PoE-IN)","DC jack input Voltage":"11-30 V","Max power consumption":"53 W","Max power consumption without attachments":"5 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"11-30 V","PoE-out ports":"Ether2-Ether5","PoE out":"Passive PoE","Low voltage PoE-Out current limit":"1 A","Max total out (A)":"2 A","10/100/1000 Ethernet ports":"5","SFP DDMI":"Yes","SFP ports":"1","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","Certification":"CE, EAC, ROHS","IP":"IP20","_www_title":"RB260GSP","_www_tagline":"5x Gigabit PoE out Ethernet Smart Switch,\r\nSFP cage, \r\nplastic case,\r\nSwOS","_hardware_title":"RB260-series"}	3
rb4011igs-plus-5hacq2hnd-in	RB4011iGS+5HacQ2HnD-IN	Indoor wireless	0	134	RB4011iGS+5HacQ2HnD-IN	RB4011iGS+5HacQ2HnD-IN	ARM 32bit	AL21400	rb4011igs-plus-5hacq2hnd-in	rb4011igs_5hacq2hnd_in	{"Product code":"RB4011iGS+5HacQ2HnD-IN","Suggested price":"$275.00","Architecture":"ARM 32bit","CPU":"AL21400","CPU core count":"4","CPU nominal frequency":"auto (533 - 1900) MHz","CPU Threads count":"4","Switch chip model":"RTL8367SB","Dimensions":"228 x 120 x 30 mm","RouterOS license":"5","Operating System":"RouterOS v7","Size of RAM":"1 GB","Storage size":"512 MB","Storage type":"NAND","MTBF":"Approximately 200'000 hours at 25C","Tested ambient temperature":"-40°C to 45°C","Wireless 5 GHz Max data rate":"1733 Mbit/s","Wireless 5 GHz Number of chains":"4","Wireless 5 GHz standards":"802.11a/n/ac","Antenna gain dBi for 5 GHz":"3","Wireless 5 GHz chip model":"QCA9984","Wireless 5 GHz generation":"Wi-Fi 5","Wireless 2.4 GHz Max data rate":"300 Mbit/s","Wireless 2.4 GHz Number of chains":"2","Wireless 2.4 GHz standards":"802.11b/g/n","Antenna gain dBi for 2.4 GHz":"3","Wireless 2.4 GHz chip model":"R11e-2HnD","Wireless 2.4 GHz generation":"Wi-Fi 4","WiFi speed":"AC2000","10/100/1000 Ethernet ports":"10","SFP+ ports":"1","MiniPCI-e slots":"1","Serial console port":"RJ45","Number of DC inputs":"2 (DC jack, PoE-IN)","DC jack input Voltage":"12-57 V","Max power consumption":"44 W","Max power consumption without attachments":"23 W","PoE in":"Passive PoE","Cooling type":"Passive","PoE in input Voltage":"18-57 V","PoE-out ports":"Ether10","PoE out":"Passive PoE up to 57V","Low voltage PoE-Out current limit":"600 mA","High voltage PoE-Out current limit":"420 mA","Max total out (A)":"600 mA","Certification":"CE, FCC, IC, EAC, ROHS","IP":"IP20","PCB temperature monitor":"Yes","Voltage Monitor":"Yes","_www_title":"RB4011iGS+5HacQ2HnD-IN","_www_tagline":"Powerful 10xGigabit port router with a Quad-core 1.4Ghz CPU, 1GB RAM, SFP+ 10Gbps cage, dual band 2.4GHz / 5GHz 4x4 MIMO 802.11a/b/g/n/ac wireless and desktop case","_hardware_title":"RB4011iGS+5HacQ2HnD-IN","_fcc_id":["TV74011GS-5HQ2HD"],"_ic":["7442A-4011G5Q2"]}	5
